osm_id:ID(Point),lat:float,lon:float,is_hut:boolean,country_code,name
8386399178,68.6392204,21.7407997,false,,
8386399179,68.6393302,21.7410662,false,,
8386399180,68.6395014,21.7414589,false,,
8386399181,68.639601,21.7418726,false,,
8386399182,68.639675,21.7422513,false,,
8386399183,68.6397491,21.7425248,false,,
8386399184,68.6398257,21.7428123,false,,
8386399185,68.6398436,21.7431769,false,,
8386399186,68.6398513,21.7435556,false,,
8386399187,68.6398564,21.7439483,false,,
8386399188,68.6399151,21.7441937,false,,
8386399189,68.6399688,21.744327,false,,
8386399190,68.6400326,21.7445163,false,,
8386399191,68.6400633,21.7447126,false,,
8386406862,68.6391412,21.7485625,false,,
8386399192,68.6400786,21.7450001,false,,
8386399193,68.6401833,21.745463,false,,
8386399194,68.6402395,21.7457715,false,,
8386399195,68.6402497,21.7460099,false,,
8386399196,68.6402293,21.7462273,false,,
8386399197,68.6401935,21.7465008,false,,
8386399198,68.6401578,21.7468023,false,,
8386399199,68.6401348,21.7470899,false,,
8386399200,68.6401322,21.7473283,false,,
8386399201,68.6401425,21.7477069,false,,
8386399202,68.6402012,21.7480506,false,,
8386399203,68.6402957,21.7483942,false,,
8386399204,68.6403519,21.7486676,false,,
8386399205,68.6403672,21.7489131,false,,
8386399206,68.6403953,21.7491445,false,,
8386399207,68.6404515,21.7493829,false,,
8386399208,68.6405,21.7496354,false,,
8386399209,68.6405486,21.7498457,false,,
8386399210,68.6405869,21.7501753,false,,
8386399211,68.6406201,21.7505189,false,,
8386399212,68.6406482,21.7507924,false,,
8386399213,68.6406992,21.7510729,false,,
8386406863,68.639274,21.7491936,false,,
8386406864,68.6394401,21.7496213,false,,
8386406865,68.639647,21.7500281,false,,
8386406866,68.6398232,21.7505259,false,,
8386406867,68.6399458,21.7509186,false,,
8386399214,68.6408142,21.7516129,false,,
8386399215,68.6409342,21.7520336,false,,
8386399216,68.6410542,21.7526507,false,,
8386406717,68.6411641,21.7528471,false,,
8386406718,68.6413326,21.7530644,false,,
8386406719,68.6415267,21.7532538,false,,
8386406720,68.6417617,21.7534501,false,,
8386406721,68.6418792,21.7536745,false,,
8386406722,68.6419788,21.7538639,false,,
8386406723,68.642132,21.7541514,false,,
8386406724,68.6423057,21.7543056,false,,
8386406725,68.6424691,21.7543688,false,,
8386406726,68.6425483,21.7543688,false,,
8386406727,68.64263,21.754502,false,,
8386406728,68.6427424,21.7548176,false,,
8386406729,68.6428318,21.755063,false,,
8386406730,68.6429211,21.7553084,false,,
8386406731,68.642985,21.7554907,false,,
8386406732,68.6431254,21.7559325,false,,
8386406733,68.6433144,21.7562902,false,,
8386406734,68.6434549,21.7565777,false,,
8386406735,68.6436183,21.7568932,false,,
8386406736,68.6438737,21.757307,false,,
8386406737,68.6439937,21.7574542,false,,
8386406738,68.6440627,21.7575524,false,,
8386406739,68.6441622,21.7577347,false,,
8386406740,68.6442337,21.7578539,false,,
8386406868,68.6401373,21.751683,false,,
8386406869,68.6403315,21.7521108,false,,
8386406870,68.6405792,21.7526717,false,,
8386406871,68.6407682,21.7531556,false,,
8386406872,68.6410032,21.7538849,false,,
8386406873,68.6412203,21.7546352,false,,
8386406874,68.6413275,21.7548316,false,,
8386406875,68.641445,21.7551261,false,,
8386406876,68.6415574,21.7555048,false,,
8386406877,68.6416238,21.7559115,false,,
8386406878,68.6416774,21.75622,false,,
8386406879,68.6418868,21.75676,false,,
8386406880,68.6421601,21.757314,false,,
8386406881,68.6424334,21.7576576,false,,
8386406741,68.6443563,21.7580292,false,,
8386406742,68.64453,21.758464,false,,
8386406743,68.6446398,21.7586744,false,,
8386406744,68.6448236,21.7588287,false,,
8386406745,68.6449819,21.7589479,false,,
8386406746,68.6451224,21.7590531,false,,
8386406747,68.6452807,21.7592073,false,,
8386406748,68.6454084,21.7594107,false,,
8386406749,68.6454722,21.759607,false,,
8386406750,68.645531,21.7597052,false,,
8386406751,68.6456152,21.7598244,false,,
8386406882,68.6427015,21.7581064,false,,
8386406883,68.6428777,21.7583448,false,,
8386406884,68.6430335,21.758436,false,,
8386406885,68.6432301,21.7584991,false,,
8386406886,68.6436592,21.7586043,false,,
8386406887,68.6439528,21.7585973,false,,
8386406888,68.6441776,21.7586814,false,,
8386406889,68.6443716,21.7586954,false,,
8386406890,68.6445325,21.7587445,false,,
8386406752,68.6457837,21.7600208,false,,
8386406753,68.645988,21.7604976,false,,
8386406754,68.6460748,21.7605607,false,,
8386406755,68.6461872,21.7605748,false,,
8386406756,68.6463276,21.7604485,false,,
8386406757,68.6464859,21.7603293,false,,
8386406758,68.6465906,21.7603714,false,,
8386406759,68.6466519,21.7604696,false,,
8386406760,68.6467234,21.7606309,false,,
8386406761,68.6468128,21.7608272,false,,
8386406762,68.6469047,21.7608272,false,,
8386406763,68.6469711,21.7607921,false,,
8386406764,68.6470451,21.7607711,false,,
8386406765,68.64716,21.7608412,false,,
8386406766,68.64728,21.7609394,false,,
8386406767,68.647423,21.7610937,false,,
8386406768,68.64752,21.7611919,false,,
8386406769,68.647732,21.7616617,false,,
8386406770,68.6478749,21.7620754,false,,
8386406771,68.6480792,21.7624611,false,,
8386406772,68.6482222,21.7627416,false,,
8386406773,68.6483422,21.7630361,false,,
