osm_id:ID(Point),lat:float,lon:float,is_hut:boolean,country_code,name
11204985572,67.6954404,29.3789556,false,,
4377970324,67.6969023,29.3824199,false,,
4377970325,67.6965689,29.3836498,false,,
4377970326,67.6962088,29.384335,false,,
4377970327,67.6955034,29.3860842,false,,
4377970343,67.6887525,29.4094082,false,,
4377970328,67.6952777,29.3869386,false,,
4377970329,67.6949047,29.3878502,false,,
4377970330,67.6946895,29.3884875,false,,
4377970331,67.6943683,29.3897643,false,,
4377970332,67.6940149,29.3923121,false,,
4377970333,67.6936547,29.3940691,false,,
4377970334,67.6931212,29.3959316,false,,
4377970335,67.6927077,29.3970034,false,,
4377970336,67.6917873,29.3983036,false,,
4377970337,67.6913004,29.3992876,false,,
11204985660,67.6954728,29.3877163,false,,
11204985661,67.6955691,29.3880692,false,,
11204985662,67.6956215,29.3881961,false,,
11204985663,67.6956843,29.3884443,false,,
11204985664,67.695835,29.3889682,false,,
11204985665,67.6959606,29.3893708,false,,
11204985666,67.6961385,29.3898231,false,,
11204985667,67.696285,29.3901044,false,,
11204985668,67.6964357,29.390347,false,,
11204985669,67.6965152,29.390518,false,,
11204985670,67.6966073,29.3907662,false,,
11204985671,67.6967727,29.3912846,false,,
11204985672,67.6968794,29.3915328,false,,
11204985673,67.6969548,29.3917148,false,,
11204985674,67.6971013,29.392156,false,,
11204985675,67.6971976,29.3923711,false,,
11204985676,67.6973818,29.3927406,false,,
11204985677,67.6975973,29.3932701,false,,
11204985678,67.6976559,29.3935624,false,,
11204985679,67.6977439,29.3939375,false,,
11204985680,67.6978485,29.3942573,false,,
11204985681,67.6979825,29.3945662,false,,
11204985682,67.698175,29.3949026,false,,
11204985683,67.6984094,29.3953273,false,,
11204985684,67.6987317,29.3959615,false,,
11204985685,67.6989703,29.3964855,false,,
11204985686,67.6993219,29.3971197,false,,
11204985687,67.6995731,29.3976327,false,,
11204985688,67.6997488,29.3978367,false,,
11204985689,67.7000125,29.3980353,false,,
11204985690,67.7003432,29.3983331,false,,
11204985691,67.7009061,29.398664,false,,
11204985692,67.7011196,29.3987136,false,,
11204985693,67.7016595,29.3990611,false,,
4377970338,67.6910803,29.3996039,false,,
4377970339,67.6906401,29.4008338,false,,
4377970340,67.6902333,29.4019583,false,,
4377970341,67.6898998,29.4031531,false,,
4377970342,67.6891193,29.4080904,false,,
4377970376,67.6753077,29.4471849,false,,
4377970377,67.6744333,29.448696,false,,
4377970378,67.6737792,29.4495745,false,,
4377970379,67.6721639,29.4507342,false,,
4377970380,67.6715097,29.451437,false,,
4377971590,67.6691866,29.4583774,false,,
4377971591,67.6689129,29.4599587,false,,
4377971592,67.6688728,29.4619266,false,,
4377971593,67.6687593,29.4634026,false,,
4377970383,67.6704884,29.4529481,false,,
4377970384,67.6695204,29.4535631,false,,
4377970385,67.66924,29.4541077,false,,
4377970386,67.6693535,29.4548633,false,,
4377970387,67.6693401,29.4558297,false,,
4377970388,67.66926,29.4564798,false,,
4377971589,67.6692533,29.4576746,false,,
7170149035,67.6692885,29.4539856,false,,
4377970361,67.6818676,29.4238161,false,,
4377970362,67.6817341,29.4244311,false,,
4377970344,67.6877519,29.4139239,false,,
4377970345,67.6875051,29.4142226,false,,
4377970346,67.6861775,29.4146267,false,,
4377970347,67.6858173,29.4151889,false,,
4377970348,67.6855104,29.4152241,false,,
4377970349,67.6848966,29.4150308,false,,
4377970350,67.6845564,29.4153119,false,,
4377970351,67.6843562,29.4156634,false,,
4377970352,67.6842562,29.4161729,false,,
4377970353,67.6840093,29.4180529,false,,
4377970354,67.6838425,29.4185976,false,,
4377970355,67.6836357,29.4190193,false,,
4377970356,67.6830619,29.4195289,false,,
4377970357,67.682735,29.420302,false,,
4377970358,67.6825882,29.4209697,false,,
4377970359,67.6825148,29.4220063,false,,
4377970360,67.6823747,29.4226213,false,,
4377970363,67.6814072,29.4265395,false,,
4377970364,67.6807733,29.4311606,false,,
4377970365,67.6802595,29.4334975,false,,
4377970366,67.6799792,29.4343233,false,,
4377970367,67.679412,29.4355708,false,,
4377970368,67.6792518,29.4360979,false,,
4377970369,67.6790917,29.4371521,false,,
4377970370,67.6789248,29.437609,false,,
4377970371,67.6778905,29.4398404,false,,
4377970372,67.6775635,29.4409122,false,,
4377970373,67.6768494,29.4441101,false,,
4377970374,67.6762287,29.445709,false,,
4377970375,67.6759751,29.4462888,false,,
11204985519,67.702665,29.3605292,false,,
11204985520,67.7025457,29.361351,false,,
11204985521,67.7024578,29.3623603,false,,
11204985522,67.7024306,29.3629338,false,,
11204985523,67.7024327,29.3638218,false,,
11204985524,67.7024725,29.3650186,false,,
11204985525,67.7025101,29.3656198,false,,
11204985526,67.702552,29.3662595,false,,
11204985527,67.702552,29.3666677,false,,
11204985528,67.7025436,29.3672302,false,,
11204985529,67.7025624,29.3675777,false,,
11204985530,67.7026294,29.3681071,false,,
11204985531,67.7026441,29.3685208,false,,
11204985532,67.7026127,29.3693425,false,,
11204985533,67.7025227,29.3705063,false,,
11204985534,67.7024662,29.3712563,false,,
11204985535,67.7024076,29.3715486,false,,
11204985536,67.7022737,29.3718851,false,,
11204985537,67.7020958,29.3721884,false,,
4377970311,67.7076089,29.3748469,false,,
4377970312,67.7064292,29.3749875,false,,
4377970313,67.705516,29.3750402,false,,
4377970314,67.7034629,29.374478,false,,
4377970315,67.7024829,29.3743023,false,,
4377970303,67.7148928,29.3735643,false,,
4377970304,67.7137533,29.3736521,false,,
4377970305,67.713047,29.3741617,false,,
4377970306,67.7128338,29.3740914,false,,
4377970307,67.7119608,29.3735819,false,,
4377970308,67.7107546,29.3735467,false,,
